club_id,club_name,club_name_ascii,qid,search_query,search_rank,search_label,search_description,wikidata_id,detail_status,wikidata_url,wikidata_label,wikidata_description,instance_of,country,league,stadium_wikidata_id,stadium,city,stadium_lat,stadium_lon,club_lat,club_lon,wikipedia_url,candidate_score
c_sanfrecce_hiroshima_aa29b48c,Sanfrecce Hiroshima,Sanfrecce Hiroshima,Q3468384,Sanfrecce Hiroshima,5,Sanfrecce Hiroshima 2013,season of football team,Q3468384,ok,https://www.wikidata.org/wiki/Q3468384,Q3468384,season of football team,association football team season,Japan,,,,,,,,,,70
c_sanfrecce_hiroshima_aa29b48c,Sanfrecce Hiroshima,Sanfrecce Hiroshima,Q116969145,Sanfrecce Hiroshima,6,Sanfrecce Hiroshima 2022,season of football team,Q116969145,ok,https://www.wikidata.org/wiki/Q116969145,Q116969145,season of football team,association football team season,Japan,,,,,,,,,,69
c_santos_6c3780f0,Santos FC,Santos FC,Q80955,Santos FC,1,Santos F.C.,Brazilian sports club,Q80955,ok,https://www.wikidata.org/wiki/Q80955,Santos F.C.,Brazilian sports club,association football club,Brazil,Campeonato Brasileiro Série A,Q741755,Estádio Urbano Caldeira,Vila Belmiro,-23.951111,-46.338889,,,https://en.wikipedia.org/wiki/Santos_FC,100
c_santos_6c3780f0,Santos FC,Santos FC,Q7420611,Santos football club,1,Santos F.C.,association football team from Jamaica,Q7420611,ok,https://www.wikidata.org/wiki/Q7420611,Santos F.C.,association football team from Jamaica,association football club,Jamaica,KSAFA Super League,Q998980,HFC Bank Stadium,Suva,-18.15007222,178.44908611,,,https://en.wikipedia.org/wiki/Santos_F.C._(Jamaica),100
c_santos_6c3780f0,Santos FC,Santos FC,Q1321034,Santos FC,2,Santos FC,"women's football club based in Santos, São Paulo, Brazil",Q1321034,ok,https://www.wikidata.org/wiki/Q1321034,Santos FC,"women's football club based in Santos, São Paulo, Brazil",women's association football club,Brazil,,Q741755,Estádio Urbano Caldeira,Vila Belmiro,-23.951111,-46.338889,,,https://en.wikipedia.org/wiki/Santos_FC_(women),100
c_santos_6c3780f0,Santos FC,Santos FC,Q1541768,Santos football club,2,Santos F.C.,association football team from South Africa,Q1541768,ok,https://www.wikidata.org/wiki/Q1541768,Santos F.C.,association football team from South Africa,association football club,South Africa,Premier Soccer League,Q1810353,Athlone Stadium,Athlone,-33.961944,18.516667,,,https://en.wikipedia.org/wiki/Santos_F.C._(South_Africa),100
c_santos_6c3780f0,Santos FC,Santos FC,Q1477311,Santos FC,3,Santos FC,burkinabé football club,Q1477311,ok,https://www.wikidata.org/wiki/Q1477311,Santos FC,burkinabé football club,association football club,Burkina Faso,Burkinabé Premier League,Q1752676,Stade Municipal,Kadiogo Province,12.3603768,-1.5290332,,,https://en.wikipedia.org/wiki/Santos_FC_(Burkina_Faso),100
c_santos_6c3780f0,Santos FC,Santos FC,Q9285780,Santos football club,4,Santos F.C.,"association football team from Georgetown, Guyana",Q9285780,ok,https://www.wikidata.org/wiki/Q9285780,Santos F.C.,"association football team from Georgetown, Guyana",association football club,Guyana,GFF National Super League,Q1853159,Providence Stadium,Guyana,6.757611,-58.177806,,,https://en.wikipedia.org/wiki/Santos_FC_(Guyana),100
c_santos_6c3780f0,Santos FC,Santos FC,Q7420610,Santos FC,4,Santos FC,football club,Q7420610,ok,https://www.wikidata.org/wiki/Q7420610,Santos FC,football club,beach soccer club,Brazil,,,,,,,,,https://en.wikipedia.org/wiki/Santos_FC_(beach_soccer),94
c_santos_6c3780f0,Santos FC,Santos FC,Q128660882,Santos,7,Santos,association football player,Q128660882,ok,https://www.wikidata.org/wiki/Q128660882,Santos,association football player,human,,,,,,,,,,,86
c_santos_6c3780f0,Santos FC,Santos FC,Q25442962,Santos football club,5,Santos Football Club,,Q25442962,ok,https://www.wikidata.org/wiki/Q25442962,Q25442962,,association football club,Vanuatu,,,,,,,,,,85
c_santos_6c3780f0,Santos FC,Santos FC,Q4407937,Santos,2,Santos,family name,Q4407937,ok,https://www.wikidata.org/wiki/Q4407937,Santos,family name,family name,,,,,,,,,,https://en.wikipedia.org/wiki/Santos_(surname),81
c_santos_6c3780f0,Santos FC,Santos FC,Q4407923,Santos FC,5,Santos FC Futsal,football club,Q4407923,ok,https://www.wikidata.org/wiki/Q4407923,Santos FC Futsal,football club,futsal club,Brazil,Liga Nacional de Futsal,Q3299144,Arena Santos,Santos,-23.942166666,-46.333277777,,,https://en.wikipedia.org/wiki/Santos_FC_Futsal,74
c_santos_6c3780f0,Santos FC,Santos FC,Q7420614,Santos FC,9,Santos FC Golbol,football club,Q7420614,ok,https://www.wikidata.org/wiki/Q7420614,Santos FC Golbol,football club,association football club,Brazil,,,,,,,,,https://en.wikipedia.org/wiki/Santos_FC_Golbol,70
c_santos_6c3780f0,Santos FC,Santos FC,Q81882,Santos,1,Santos,municipality in the São Paulo state of Brazil,Q81882,ok,https://www.wikidata.org/wiki/Q81882,Santos,municipality in the São Paulo state of Brazil,big city,Brazil,,,,,,,-23.9335988,-46.3286399,"https://en.wikipedia.org/wiki/Santos,_S%C3%A3o_Paulo",69
c_santos_6c3780f0,Santos FC,Santos FC,Q3472988,Santos FC,7,Santos Futebol Clube Amapá,Brazilian association football team from Macapá,Q3472988,ok,https://www.wikidata.org/wiki/Q3472988,Santos Futebol Clube Amapá,Brazilian association football team from Macapá,association football club,Brazil,Campeonato Amapaense,Q8069681,Milton de Souza Corrêa Stadium,Macapá,,,,,https://en.wikipedia.org/wiki/Santos_Futebol_Clube_(AP),68
c_santos_6c3780f0,Santos FC,Santos FC,Q18352926,Santos,3,Santos,male given name,Q18352926,ok,https://www.wikidata.org/wiki/Q18352926,Santos,male given name,male given name,,,,,,,,,,,55
c_santos_6c3780f0,Santos FC,Santos FC,Q110218897,Santos,4,Santos,artist,Q110218897,ok,https://www.wikidata.org/wiki/Q110218897,Santos,artist,human,,,,,,,,,,,54
c_santos_6c3780f0,Santos FC,Santos FC,Q7420621,Santos FC,8,Santos FC in South America,,Q7420621,ok,https://www.wikidata.org/wiki/Q7420621,Santos FC in South America,,sports club,Brazil,,,,,,,,,https://en.wikipedia.org/wiki/Santos_FC_in_South_America,36
c_santos_6c3780f0,Santos FC,Santos FC,Q7420647,Santos,9,Santosh,male given name,Q7420647,ok,https://www.wikidata.org/wiki/Q7420647,Santosh,male given name,male given name,,,,,,,,,,https://en.wikipedia.org/wiki/Santosh,27
c_santos_6c3780f0,Santos FC,Santos FC,Q123751463,Santos FC,10,"Santos FC v Independiente, 15 July 1964",,Q123751463,ok,https://www.wikidata.org/wiki/Q123751463,"Santos FC v Independiente, 15 July 1964",,association football match,,,,,,,,,,,25
c_santos_6c3780f0,Santos FC,Santos FC,Q56677318,Santos,10,Santos Dumont Collection,Museu Paulista's collection,Q56677318,ok,https://www.wikidata.org/wiki/Q56677318,Santos Dumont Collection,Museu Paulista's collection,collection,Brazil,,,,,,,,,https://en.wikipedia.org/wiki/Santos_Dumont_Collection,23
c_santos_6c3780f0,Santos FC,Santos FC,Q1754760,Santos,8,Santos Dumont,"town and municipality in the state of Minas Gerais, Brazil",Q1754760,ok,https://www.wikidata.org/wiki/Q1754760,Santos Dumont,"town and municipality in the state of Minas Gerais, Brazil",municipality of Brazil,Brazil,,,,,,,-21.456666666,-43.5525,"https://en.wikipedia.org/wiki/Santos_Dumont,_Minas_Gerais",20
c_santos_6c3780f0,Santos FC,Santos FC,Q5630500,Santos,6,HMAS Orara,anti-submarine and depot ship of the Royal Australian Navy during World War II,Q5630500,ok,https://www.wikidata.org/wiki/Q5630500,HMAS Orara,anti-submarine and depot ship of the Royal Australian Navy during World War II,minesweeper,,,,,,,,,,https://en.wikipedia.org/wiki/HMAS_Orara,18
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,Q745246,Santos Laguna,1,Santos Laguna,Mexican association football club,Q745246,ok,https://www.wikidata.org/wiki/Q745246,Santos Laguna,Mexican association football club,association football club,Mexico,Liga MX,Q7703799,Territorio Santos Modelo,Torreón,25.6304,-103.38,,,https://en.wikipedia.org/wiki/Santos_Laguna,100
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,Q30911549,Santos Laguna,2,Santos Laguna,Mexican women's association football club,Q30911549,ok,https://www.wikidata.org/wiki/Q30911549,Santos Laguna,Mexican women's association football club,subsidiary company,Mexico,Liga MX Femenil,Q2004426,Corona Stadium,Torreón,25.629145,-103.379417,,,https://en.wikipedia.org/wiki/Santos_Laguna_(women),100
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,Q23043694,Santos Laguna,4,Santos Laguna Premier,football club,Q23043694,ok,https://www.wikidata.org/wiki/Q23043694,Santos Laguna Premier,football club,association football club,Mexico,Segunda División de México,Q2004426,Corona Stadium,Torreón,25.629145,-103.379417,,,https://en.wikipedia.org/wiki/Santos_Laguna_Premier,100
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,Q12175376,Santos Laguna,5,Santos Laguna Reserves and Academy,Mexican football club,Q12175376,ok,https://www.wikidata.org/wiki/Q12175376,Santos Laguna Reserves and Academy,Mexican football club,association football club,Mexico,Liga MX,Q2004426,Corona Stadium,Torreón,25.629145,-103.379417,,,https://en.wikipedia.org/wiki/Santos_Laguna_Reserves_and_Academy,93
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,Q6121416,Santos Laguna,6,Santos Laguna A,,Q6121416,ok,https://www.wikidata.org/wiki/Q6121416,Q6121416,,association football club,Mexico,Ascenso MX,Q1369155,Estadio Corona,Torreón,25.555,-103.403056,,,,89
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,Q43710,Santos Laguna,3,Antalyaspor,Turkish association football club,Q43710,ok,https://www.wikidata.org/wiki/Q43710,Antalyaspor,Turkish association football club,association football club,Turkey,Süper Lig,Q417007,Akdeniz University Stadium,Antalya,36.893611111,30.646666666,,,https://en.wikipedia.org/wiki/Antalyaspor,85
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q38568,Sao Paulo,3,São Paulo FC,Brazilian professional football club,Q38568,ok,https://www.wikidata.org/wiki/Q38568,São Paulo FC,Brazilian professional football club,association football club,Brazil,Campeonato Brasileiro Série A,Q821761,Estádio do Morumbi,Morumbi,-23.600125,-46.720155555,,,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_FC,100
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q175,São Paulo,1,São Paulo,state in the Southeast Region of Brazil,Q175,ok,https://www.wikidata.org/wiki/Q175,São Paulo,state in the Southeast Region of Brazil,federative unit of Brazil,Brazil,,,,,,,-22.07,-48.433611111,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_(state),89
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q9561,São Paulo,3,São Paulo,1909 Minas Geraes-class battleship,Q9561,ok,https://www.wikidata.org/wiki/Q9561,São Paulo,1909 Minas Geraes-class battleship,dreadnought,,,,,,,,,,https://en.wikipedia.org/wiki/Brazilian_battleship_S%C3%A3o_Paulo,80
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q130734087,São Paulo,6,São Paulo,2024 single by the Weeknd and Anitta,Q130734087,ok,https://www.wikidata.org/wiki/Q130734087,São Paulo,2024 single by the Weeknd and Anitta,musical work/composition,,,,,,,,,,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_(song),77
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q53657905,São Paulo,5,São Paulo,constituency of the Chamber of Deputies of Brazil,Q53657905,ok,https://www.wikidata.org/wiki/Q53657905,São Paulo,constituency of the Chamber of Deputies of Brazil,constituency of the Chamber of Deputies of Brazil,Brazil,,,,,,,,,,73
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q124291998,São Paulo,7,São Paulo,composition by Chiquinha Gonzaga,Q124291998,ok,https://www.wikidata.org/wiki/Q124291998,São Paulo,composition by Chiquinha Gonzaga,musical work/composition,,,,,,,,,,,71
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q174,São Paulo,2,São Paulo,"Municipality of São Paulo state, Brazil",Q174,ok,https://www.wikidata.org/wiki/Q174,São Paulo,"Municipality of São Paulo state, Brazil",city,Brazil,,,,,,,-23.550394444,-46.633947222,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo,68
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q82941,Sao Paulo,8,São Paulo Museum of Art,"art museum in São Paulo, Brazil",Q82941,ok,https://www.wikidata.org/wiki/Q82941,São Paulo Museum of Art,"art museum in São Paulo, Brazil",art museum,Brazil,,,,,,,-23.561111111,-46.655833333,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_Museum_of_Art,37
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q5508997,Sao Paulo,10,São Paulo Research Foundation,Brazilian state research institution of the State of São Paulo,Q5508997,ok,https://www.wikidata.org/wiki/Q5508997,São Paulo Research Foundation,Brazilian state research institution of the State of São Paulo,public funding agency,Brazil,,,,,,,-23.5364,-46.7142,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_Research_Foundation,33
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q30937702,São Paulo football club,1,Luiz Cássio dos Santos Werneck Memorial,"museum in São Paulo, São Paulo",Q30937702,ok,https://www.wikidata.org/wiki/Q30937702,Luiz Cássio dos Santos Werneck Memorial,"museum in São Paulo, São Paulo",museum,Brazil,,,,,,,-23.59893,-46.72059,,25
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q15766647,Sao Paulo,9,Sao Paulo Medical Journal,journal,Q15766647,ok,https://www.wikidata.org/wiki/Q15766647,Sao Paulo Medical Journal,journal,academic journal,Brazil,,,,,,,,,,24
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q1817137,Sao Paulo,6,São Paulo State University,public university in São Paulo,Q1817137,ok,https://www.wikidata.org/wiki/Q1817137,São Paulo State University,public university in São Paulo,higher education institution,Brazil,,,,,,,-22.8172,-47.0694,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,17
c_sao_paulo_512a018c,São Paulo,Sao Paulo,Q3897,Sao Paulo,5,Luanda,capital of Angola,Q3897,ok,https://www.wikidata.org/wiki/Q3897,Luanda,capital of Angola,city,Angola,,,,,,,-8.838333333,13.234444444,https://en.wikipedia.org/wiki/Luanda,7
c_saprissa_cd3d610c,Saprissa,Saprissa,Q868582,Saprissa,1,Deportivo Saprissa,"association football club in San José, Costa Rica",Q868582,ok,https://www.wikidata.org/wiki/Q868582,Deportivo Saprissa,"association football club in San José, Costa Rica",association football club,Costa Rica,Liga FPD,Q1369626,Estadio Ricardo Saprissa Aymá,San Juan,9.965427,-84.075455,,,https://en.wikipedia.org/wiki/Deportivo_Saprissa,100
c_saprissa_cd3d610c,Saprissa,Saprissa,Q6121705,Saprissa,2,Saprissa Fútbol Femenino,,Q6121705,ok,https://www.wikidata.org/wiki/Q6121705,Q6121705,,association football club,,,Q1369626,Estadio Ricardo Saprissa Aymá,San Juan,9.965427,-84.075455,,,,73
c_saprissa_cd3d610c,Saprissa,Saprissa,Q3950220,Saprissa,3,Saprissa de Corazón JVC,,Q3950220,ok,https://www.wikidata.org/wiki/Q3950220,Q3950220,,association football club,Costa Rica,,,,,,,,,,50
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q1151909,Sarpsborg 08,1,Sarpsborg 08 FF,"association football club in Sarpsborg, Norway",Q1151909,ok,https://www.wikidata.org/wiki/Q1151909,Sarpsborg 08 FF,"association football club in Sarpsborg, Norway",association football club,Norway,Eliteserien,Q1632929,Sarpsborg Stadion,Sarpsborg,59.286217,11.097608,,,https://en.wikipedia.org/wiki/Sarpsborg_08_FF,100
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q17652163,Sarpsborg 08,2,2014 Sarpsborg 08 FF season,season of football team,Q17652163,ok,https://www.wikidata.org/wiki/Q17652163,2014 Sarpsborg 08 FF season,season of football team,association football team season,Norway,,,,,,,,,https://en.wikipedia.org/wiki/2014_Sarpsborg_08_FF_season,66
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q16600612,Sarpsborg 08,3,2013 Sarpsborg 08 FF season,season of football team,Q16600612,ok,https://www.wikidata.org/wiki/Q16600612,2013 Sarpsborg 08 FF season,season of football team,association football team season,Norway,,,,,,,,,https://en.wikipedia.org/wiki/2013_Sarpsborg_08_FF_season,65
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q24908106,Sarpsborg 08,4,2016 Sarpsborg 08 FF season,season of football team,Q24908106,ok,https://www.wikidata.org/wiki/Q24908106,2016 Sarpsborg 08 FF season,season of football team,association football team season,Norway,,,,,,,,,https://en.wikipedia.org/wiki/2016_Sarpsborg_08_FF_season,64
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q30633555,Sarpsborg 08,5,2017 Sarpsborg 08 FF season,season of football team,Q30633555,ok,https://www.wikidata.org/wiki/Q30633555,2017 Sarpsborg 08 FF season,season of football team,association football team season,Norway,,,,,,,,,https://en.wikipedia.org/wiki/2017_Sarpsborg_08_FF_season,63
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q20647763,Sarpsborg 08,7,2015 Sarpsborg 08 FF season,season of football team,Q20647763,ok,https://www.wikidata.org/wiki/Q20647763,2015 Sarpsborg 08 FF season,season of football team,association football team season,Norway,,,,,,,,,https://en.wikipedia.org/wiki/2015_Sarpsborg_08_FF_season,61
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q48837795,Sarpsborg 08,8,2018 Sarpsborg 08 FF season,season of football team,Q48837795,ok,https://www.wikidata.org/wiki/Q48837795,2018 Sarpsborg 08 FF season,season of football team,association football team season,Norway,,,,,,,,,https://en.wikipedia.org/wiki/2018_Sarpsborg_08_FF_season,60
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q104845976,Sarpsborg 08,10,2020 Sarpsborg 08 FF season,season of football team,Q104845976,ok,https://www.wikidata.org/wiki/Q104845976,2020 Sarpsborg 08 FF season,season of football team,association football team season,Norway,,,,,,,,,https://en.wikipedia.org/wiki/2020_Sarpsborg_08_FF_season,60
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q3072898,Sarpsborg 08,6,Sarpsborg 08 Fotballforening i 2012,season of football team,Q3072898,ok,https://www.wikidata.org/wiki/Q3072898,Q3072898,season of football team,association football team season,Norway,,,,,,,,,,52
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,Q3950583,Sarpsborg 08,9,Sarpsborg 08 Fotballforening i 2011,season of football team,Q3950583,ok,https://www.wikidata.org/wiki/Q3950583,Q3950583,season of football team,association football team season,Norway,,,,,,,,,,50
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q8603,Sassuolo,1,US Sassuolo Calcio,"Italian football club based in Sassuolo, Emilia-Romagna",Q8603,ok,https://www.wikidata.org/wiki/Q8603,US Sassuolo Calcio,"Italian football club based in Sassuolo, Emilia-Romagna",association football club,Italy,Q15804,Q1887221,Mapei Stadium - Città del Tricolore,Reggio Emilia,44.714722,10.649722,,,https://en.wikipedia.org/wiki/US_Sassuolo_Calcio,100
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q8598,Sassuolo,2,Sassuolo,Italian comune,Q8598,ok,https://www.wikidata.org/wiki/Q8598,Sassuolo,Italian comune,comune of Italy,Italy,,,,,,,44.551666666,10.785555555,https://en.wikipedia.org/wiki/Sassuolo,88
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q30030446,Sassuolo,3,Sassuolo,chief town of the homonym municipality,Q30030446,ok,https://www.wikidata.org/wiki/Q30030446,Sassuolo,chief town of the homonym municipality,municipality seat,Italy,,,,,,,44.5432,10.7848,,62
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q18493969,Sassuolo,4,Sassuolo,human settlement in Italy,Q18493969,ok,https://www.wikidata.org/wiki/Q18493969,Sassuolo,human settlement in Italy,human settlement,Italy,,,,,,,43.26034,12.75042,,61
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q3950719,Sassuolo,10,Sassuolo Volley,,Q3950719,ok,https://www.wikidata.org/wiki/Q3950719,Sassuolo Volley,,volleyball team,Italy,,,,,,,,,,31
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q3743581,Sassuolo,7,Sassuolo–Reggio Emilia railway,railway line in Italy,Q3743581,ok,https://www.wikidata.org/wiki/Q3743581,Sassuolo–Reggio Emilia railway,railway line in Italy,railway line,Italy,,,,,,,,,,20
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q100272205,Sassuolo,8,Sassuolo da Prato,,Q100272205,ok,https://www.wikidata.org/wiki/Q100272205,Sassuolo da Prato,,human,,,,,,,,,,,9
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q3970913,Sassuolo,5,Sassuolo Radici railway station,railway station in Italy,Q3970913,ok,https://www.wikidata.org/wiki/Q3970913,Sassuolo Radici railway station,railway station in Italy,railway station,Italy,,,,,,,44.5446,10.7842,,8
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q3970915,Sassuolo,6,Sassuolo Terminal railway station,railway station in Italy,Q3970915,ok,https://www.wikidata.org/wiki/Q3970915,Sassuolo Terminal railway station,railway station in Italy,railway station,Italy,,,,,,,44.5443,10.7866,,7
c_sassuolo_3722fef4,Sassuolo,Sassuolo,Q138857207,Sassuolo,9,Sassuolo Ceramica Plus,Italian company specialized in porcelain stoneware tile retail based in Sassuolo,Q138857207,ok,https://www.wikidata.org/wiki/Q138857207,Sassuolo Ceramica Plus,Italian company specialized in porcelain stoneware tile retail based in Sassuolo,business,Italy,,,,,,,,,,4
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q106394,SC Freiburg,1,SC Freiburg,German football club,Q106394,ok,https://www.wikidata.org/wiki/Q106394,SC Freiburg,German football club,nonprofit organization,Germany,Q82595,Q64586775,Europa-Park-Stadion,Freiburg im Breisgau,48.021536,7.830006,,,https://en.wikipedia.org/wiki/SC_Freiburg,100
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q820739,SC Freiburg,2,SC Freiburg,Women's football team of SC Freiburg,Q820739,ok,https://www.wikidata.org/wiki/Q820739,SC Freiburg,Women's football team of SC Freiburg,women's association football team,Germany,Frauen-Bundesliga,Q1958177,Möslestadion,Freiburg im Breisgau,47.983942,7.881192,,,https://en.wikipedia.org/wiki/SC_Freiburg_(women),100
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q97905964,SC Freiburg,3,SC Freiburg,first men's team of SC Freiburg,Q97905964,ok,https://www.wikidata.org/wiki/Q97905964,SC Freiburg,first men's team of SC Freiburg,men's association football team,Germany,,,,,,,,,,100
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q702337,Freiburg,8,Freiburger FC,association football club from Freiburg im Breisgau,Q702337,ok,https://www.wikidata.org/wiki/Q702337,Freiburger FC,association football club from Freiburg im Breisgau,association football club,Germany,Oberliga Baden-Württemberg,Q1958177,Möslestadion,Freiburg im Breisgau,47.983942,7.881192,,,https://en.wikipedia.org/wiki/Freiburger_FC,100
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q20631356,SC Freiburg,4,SC Freiburg II,second team of SC Freiburg,Q20631356,ok,https://www.wikidata.org/wiki/Q20631356,SC Freiburg II,second team of SC Freiburg,men's association football team,Germany,Oberliga Baden-Württemberg,Q1958177,Möslestadion,Freiburg im Breisgau,47.983942,7.881192,,,https://en.wikipedia.org/wiki/SC_Freiburg_II,97
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q37574352,Freiburg,4,Freiburg,family name,Q37574352,ok,https://www.wikidata.org/wiki/Q37574352,Freiburg,family name,family name,,,,,,,,,,,74
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q1008181,Freiburg,9,Freiburg,federal electoral district of Germany,Q1008181,ok,https://www.wikidata.org/wiki/Q1008181,Freiburg,federal electoral district of Germany,federal electoral district of Germany,Germany,,,,,,,48.00243355,7.74911371,https://en.wikipedia.org/wiki/Freiburg_(electoral_district),62
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q27929176,SC Freiburg,5,SC Freiburg versus 1. FC Nürnberg 2011–12 Fußball-Bundesliga,Association football game in 2011–12 Fußball-Bundesliga between SC Freiburg and 1. FC Nürnberg,Q27929176,ok,https://www.wikidata.org/wiki/Q27929176,SC Freiburg versus 1. FC Nürnberg 2011–12 Fußball-Bundesliga,Association football game in 2011–12 Fußball-Bundesliga between SC Freiburg and 1. FC Nürnberg,association football club match,Germany,,,,,,,,,,52
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q30014654,SC Freiburg,6,SC Freiburg versus VfL Wolfsburg 2014–15 Bundesliga,Association football game in 2014–15 Bundesliga between SC Freiburg and VfL Wolfsburg,Q30014654,ok,https://www.wikidata.org/wiki/Q30014654,SC Freiburg versus VfL Wolfsburg 2014–15 Bundesliga,Association football game in 2014–15 Bundesliga between SC Freiburg and VfL Wolfsburg,association football club match,Germany,,,,,,,,,,52
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q30006459,SC Freiburg,7,SC Freiburg versus Hannover 96 2014–15 Bundesliga,Association football game in 2014–15 Bundesliga between SC Freiburg and Hannover 96,Q30006459,ok,https://www.wikidata.org/wiki/Q30006459,SC Freiburg versus Hannover 96 2014–15 Bundesliga,Association football game in 2014–15 Bundesliga between SC Freiburg and Hannover 96,association football club match,Germany,,,,,,,,,,51
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q27940712,SC Freiburg,9,SC Freiburg versus 1. FSV Mainz 05 2010–11 Fußball-Bundesliga,Association football game in 2010–11 Fußball-Bundesliga between SC Freiburg and 1. FSV Mainz 05,Q27940712,ok,https://www.wikidata.org/wiki/Q27940712,SC Freiburg versus 1. FSV Mainz 05 2010–11 Fußball-Bundesliga,Association football game in 2010–11 Fußball-Bundesliga between SC Freiburg and 1. FSV Mainz 05,association football club match,Germany,,,,,,,,,,48
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q27940517,SC Freiburg,10,SC Freiburg versus Hamburger SV 2011–12 Fußball-Bundesliga,Association football game in 2011–12 Fußball-Bundesliga between SC Freiburg and Hamburger SV,Q27940517,ok,https://www.wikidata.org/wiki/Q27940517,SC Freiburg versus Hamburger SV 2011–12 Fußball-Bundesliga,Association football game in 2011–12 Fußball-Bundesliga between SC Freiburg and Hamburger SV,association football club match,Germany,,,,,,,,,,48
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q29886606,SC Freiburg,8,SC Freiburg versus Bayer 04 Leverkusen 2009–10 Fußball-Bundesliga,Association football game in 2009–10 Fußball-Bundesliga between SC Freiburg and Bayer 04 Leverkusen,Q29886606,ok,https://www.wikidata.org/wiki/Q29886606,SC Freiburg versus Bayer 04 Leverkusen 2009–10 Fußball-Bundesliga,Association football game in 2009–10 Fußball-Bundesliga between SC Freiburg and Bayer 04 Leverkusen,association football club match,Germany,,,,,,,,,,47
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,Q12640,Freiburg,2,Canton of Fribourg,canton of Switzerland,Q12640,ok,https://www.wikidata.org/wiki/Q12640,Canton of Fribourg,canton of Switzerland,canton of Switzerland,Switzerland,,,,,,,46.716666666,7.083333333,https://en.wikipedia.org/wiki/Canton_of_Fribourg,42
