city_key,country,city,preferred_city_query,review_status,review_priority,source_row_count,club_names,stadiums,primary_stadium_context_query,primary_club_context_query,trusted_stadium_hint_coord_count,existing_club_coord_centroid_lat,existing_club_coord_centroid_lon,existing_coordinate_basis_values,existing_coordinate_source_urls,data_quality_flags,review_notes
germany__hanover__22a6f26e,Germany,Hanover,"Hanover, Germany",ready_for_geocoding_with_local_hints,medium,1,Hannover 96,Niedersachsenstadion,"Niedersachsenstadion, Hanover, Germany","Hannover 96, Hanover, Germany",1,52.36000000,9.73111100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q152633,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__karlsruhe__57973876,Germany,Karlsruhe,"Karlsruhe, Germany",ready_for_geocoding_with_local_hints,medium,1,Karlsruher SC,Wildparkstadion,"Wildparkstadion, Karlsruhe, Germany","Karlsruher SC, Karlsruhe, Germany",1,49.02000000,8.41305555,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q590268,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__kiel__7a87a6cb,Germany,Kiel,"Kiel, Germany",ready_for_geocoding_with_local_hints,medium,1,Holstein Kiel,Holstein-Stadion,"Holstein-Stadion, Kiel, Germany","Holstein Kiel, Kiel, Germany",1,54.34916700,10.12361100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q872915,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__leipzig__03adfe78,Germany,Leipzig,"Leipzig, Germany",ready_for_geocoding_with_local_hints,medium,1,RB Leipzig,Red Bull Arena (Leipzig),"Red Bull Arena (Leipzig), Leipzig, Germany","RB Leipzig, Leipzig, Germany",1,51.34583300,12.34805600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q210466,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__leverkusen__71a94962,Germany,Leverkusen,"Leverkusen, Germany",ready_for_geocoding_with_local_hints,medium,1,Bayer 04 Leverkusen,BayArena,"BayArena, Leverkusen, Germany","Bayer 04 Leverkusen, Leverkusen, Germany",1,51.03825556,7.00220555,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q156630,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__mainz__6de7f83d,Germany,Mainz,"Mainz, Germany",ready_for_geocoding_with_local_hints,medium,1,1. FSV Mainz 05,Mewa Arena,"Mewa Arena, Mainz, Germany","1. FSV Mainz 05, Mainz, Germany",1,50.00083300,8.24555600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q835763,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__munich__02751cf5,Germany,Munich,"Munich, Germany",ready_for_geocoding_with_local_hints,medium,1,FC Bayern Munich,Allianz Arena,"Allianz Arena, Munich, Germany","FC Bayern Munich, Munich, Germany",1,48.21877500,11.62475278,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q127429,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__monchengladbach__5852c6d3,Germany,Mönchengladbach,"Mönchengladbach, Germany",ready_for_geocoding_with_local_hints,medium,1,Borussia Mönchengladbach,Borussia-Park,"Borussia-Park, Mönchengladbach, Germany","Borussia Mönchengladbach, Mönchengladbach, Germany",1,51.17458333,6.38546389,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q154074,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__sinsheim__ca9a57c0,Germany,Sinsheim,"Sinsheim, Germany",ready_for_geocoding_with_local_hints,medium,1,TSG Hoffenheim,PreZero-Arena,"PreZero-Arena, Sinsheim, Germany","TSG Hoffenheim, Sinsheim, Germany",1,49.23900000,8.88827800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q129870,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__stuttgart__23c257d8,Germany,Stuttgart,"Stuttgart, Germany",ready_for_geocoding_with_local_hints,medium,1,VfB Stuttgart,MHPArena,"MHPArena, Stuttgart, Germany","VfB Stuttgart, Stuttgart, Germany",1,48.79222200,9.23194400,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q152349,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__treptow-kopenick__6c0be990,Germany,Treptow-Köpenick,"Treptow-Köpenick, Germany",ready_for_geocoding_with_local_hints,medium,1,Union Berlin,Stadion An der Alten Försterei,"Stadion An der Alten Försterei, Treptow-Köpenick, Germany","Union Berlin, Treptow-Köpenick, Germany",1,52.45722200,13.56805600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q749172,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
germany__wolfsburg__d8fa690c,Germany,Wolfsburg,"Wolfsburg, Germany",ready_for_geocoding_with_local_hints,medium,1,VfL Wolfsburg,Volkswagen Arena,"Volkswagen Arena, Wolfsburg, Germany","VfL Wolfsburg, Wolfsburg, Germany",1,52.43194400,10.80388900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q155603,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
ghana__accra__500f1052,Ghana,Accra,"Accra, Ghana",ready_for_geocoding_with_local_hints,medium,1,Accra Hearts of Oak S.C.,Accra Sports Stadium,"Accra Sports Stadium, Accra, Ghana","Accra Hearts of Oak S.C., Accra, Ghana",1,5.55160000,-0.19184000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q339568,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
greece__nea-filadelfeia__e7977283,Greece,Nea Filadelfeia,"Nea Filadelfeia, Greece",ready_for_geocoding_with_local_hints,medium,1,AEK Athens,Agia Sophia Stadium,"Agia Sophia Stadium, Nea Filadelfeia, Greece","AEK Athens, Nea Filadelfeia, Greece",1,38.03715000,23.74154000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q15284032,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
greece__peristeri__c0aec664,Greece,Peristeri,"Peristeri, Greece",ready_for_geocoding_with_local_hints,medium,1,Atromitos F.C.,Peristeri Stadium,"Peristeri Stadium, Peristeri, Greece","Atromitos F.C., Peristeri, Greece",1,38.00485800,23.68975600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3499490,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
greece__piraeus__6e60acc5,Greece,Piraeus,"Piraeus, Greece",ready_for_geocoding_with_local_hints,medium,1,Olympiacos F.C.,Karaiskakis Stadium,"Karaiskakis Stadium, Piraeus, Greece","Olympiacos F.C., Piraeus, Greece",1,37.94616900,23.66453600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q213508,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
greece__thessaloniki__3b58e90b,Greece,Thessaloniki,"Thessaloniki, Greece",ready_for_geocoding_with_local_hints,medium,1,PAOK FC,Toumba Stadium,"Toumba Stadium, Thessaloniki, Greece","PAOK FC, Thessaloniki, Greece",1,40.61383900,22.97242200,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1141292,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
hungary__budapest__7a50af4f,Hungary,Budapest,"Budapest, Hungary",ready_for_geocoding_with_local_hints,medium,1,Ferencvárosi TC,Ferencváros Stadion,"Ferencváros Stadion, Budapest, Hungary","Ferencvárosi TC, Budapest, Hungary",1,47.47527778,19.09611111,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q17394000,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
hungary__felcsut__e8545bc8,Hungary,Felcsút,"Felcsút, Hungary",ready_for_geocoding_with_local_hints,medium,1,Puskás Akadémia FC,Pancho Aréna,"Pancho Aréna, Felcsút, Hungary","Puskás Akadémia FC, Felcsút, Hungary",1,47.46400000,18.58680000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q15910573,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
hungary__gyor__b940c759,Hungary,Győr,"Győr, Hungary",ready_for_geocoding_with_local_hints,medium,1,Győr ETO FC,ETO Park,"ETO Park, Győr, Hungary","Győr ETO FC, Győr, Hungary",1,47.69576900,17.66382700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q522693,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
iran__ahvaz__0e383019,Iran,Ahvaz,"Ahvaz, Iran",ready_for_geocoding_with_local_hints,medium,1,Foolad F.C.,Foolad Arena,"Foolad Arena, Ahvaz, Iran","Foolad F.C., Ahvaz, Iran",1,31.32027800,48.66916700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5555191,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
iran__bandar-e-anzali__de5ec006,Iran,Bandar-e Anzali,"Bandar-e Anzali, Iran",ready_for_geocoding_with_local_hints,medium,1,Malavan,Sirous Ghayeghran Arena,"Sirous Ghayeghran Arena, Bandar-e Anzali, Iran","Malavan, Bandar-e Anzali, Iran",1,37.46561500,49.45538500,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q6320826,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
iran__isfahan__d5f26389,Iran,Isfahan,"Isfahan, Iran",ready_for_geocoding_with_local_hints,medium,1,Sepahan S.C.,Naghsh-e-Jahan Stadium,"Naghsh-e-Jahan Stadium, Isfahan, Iran","Sepahan S.C., Isfahan, Iran",1,32.74326700,51.68620300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5931161,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
iran__tabriz__4a2f8cdf,Iran,Tabriz,"Tabriz, Iran",ready_for_geocoding_with_local_hints,medium,1,Tractor,Yadegar-e Emam Stadium,"Yadegar-e Emam Stadium, Tabriz, Iran","Tractor, Tabriz, Iran",1,38.02666700,46.29583300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3273189,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
iraq__fallujah__b131d0a2,Iraq,Fallujah,"Fallujah, Iraq",ready_for_geocoding_with_local_hints,medium,1,Al-Karma SC,Al-Fallujah Stadium,"Al-Fallujah Stadium, Fallujah, Iraq","Al-Karma SC, Fallujah, Iraq",1,33.35138889,43.81102778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q111294909,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
ireland__dublin__55c6715a,Ireland,Dublin,"Dublin, Ireland",ready_for_geocoding_with_local_hints,medium,1,St Patrick's Athletic,Richmond Park,"Richmond Park, Dublin, Ireland","St Patrick's Athletic, Dublin, Ireland",1,53.34092200,-6.31661900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1860189,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
ireland__tallaght__0931219c,Ireland,Tallaght,"Tallaght, Ireland",ready_for_geocoding_with_local_hints,medium,1,Shamrock Rovers F.C,Tallaght Stadium,"Tallaght Stadium, Tallaght, Ireland","Shamrock Rovers F.C, Tallaght, Ireland",1,53.28350000,-6.37374000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2459367,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
israel__haifa__41b2b89e,Israel,Haifa,"Haifa, Israel",ready_for_geocoding_with_local_hints,medium,1,Maccabi Haifa,Sammy Ofer Stadium,"Sammy Ofer Stadium, Haifa, Israel","Maccabi Haifa, Haifa, Israel",1,32.78311111,34.96516667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2899864,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
israel__kiryat-shmona__76c2e1ab,Israel,Kiryat Shmona,"Kiryat Shmona, Israel",ready_for_geocoding_with_local_hints,medium,1,Ironi Kiryat Shmona,Kiryat Shmona Municipal Stadium,"Kiryat Shmona Municipal Stadium, Kiryat Shmona, Israel","Ironi Kiryat Shmona, Kiryat Shmona, Israel",1,33.20789400,35.57562900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q6416328,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
israel__tel-aviv__5890c5c0,Israel,Tel Aviv,"Tel Aviv, Israel",ready_for_geocoding_with_local_hints,medium,1,Maccabi Tel Aviv F.C.,Bloomfield Stadium,"Bloomfield Stadium, Tel Aviv, Israel","Maccabi Tel Aviv F.C., Tel Aviv, Israel",1,32.05173000,34.76148000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q130150,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
italy__bergamo__174b8828,Italy,Bergamo,"Bergamo, Italy",ready_for_geocoding_with_local_hints,medium,1,Atalanta,Stadio Atleti Azzurri d'Italia,"Stadio Atleti Azzurri d'Italia, Bergamo, Italy","Atalanta, Bergamo, Italy",1,45.70888900,9.68083300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q780526,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
italy__bologna__b8c4026d,Italy,Bologna,"Bologna, Italy",ready_for_geocoding_with_local_hints,medium,1,Bologna,Stadio Renato Dall'Ara,"Stadio Renato Dall'Ara, Bologna, Italy","Bologna, Bologna, Italy",1,44.49220000,11.30980000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q757182,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
italy__cagliari__98ddc5ef,Italy,Cagliari,"Cagliari, Italy",ready_for_geocoding_with_local_hints,medium,1,Cagliari,Unipol Domus,"Unipol Domus, Cagliari, Italy","Cagliari, Cagliari, Italy",1,39.19969444,9.13741667,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q30880646,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
italy__como__9f65abc5,Italy,Como,"Como, Italy",ready_for_geocoding_with_local_hints,medium,1,Como,Stadio Giuseppe Sinigaglia,"Stadio Giuseppe Sinigaglia, Como, Italy","Como, Como, Italy",1,45.81378200,9.07236300,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q115372,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
